deshaped;shaped;errorcode
9002FFB54146FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;ZhR3v1Cmixnt4ryfG9ZVrDItJUyrAcL36IhVDp8Eke1cwmgVmEd/CQNL9RTzokIztm0tbMocFFJGyWKOr3e6gkjv8N2TBVgYDuHGatFooWw4mPp8o/enT/WaUvYYJ9bQSCJ3cpZnzL8PcqRu0QoPiraAkBYzmJrfljphVCMvGpw=;0
90137FB54146FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;DEaxHyBON0XIuk4KdPoHyW9NRUNvWt8NOW6G3UuPo1PQbhI2l0vHysbC0gRyQWXU2dzRllysCbxe4C607yprDtZbO6pfuD5CHjRzZvu6ZrMLEXsghksyJ8aFZxjGsoNHcJYv12VRChrlh9FgNkip7qUCEBbtmLEvnKCPuLZEEV4=;0
9002FFB541477FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;aDhwSxe3eWsx961EvHVdMGRibCtEaynXwyC65oQczWHbf7pjJ13E1IwMqQEoV+g8vp5lJfoiz58G6N1obPeBUJ3PC1ve8vcQse4cYxlJHraR+Na34Ml4TJNuUtUU6SHQbtVFooumgjiycb1mhRbSCBDykBYHRFy3sX8JDXwyOYI=;0
90137FB541477FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;gM061yFdnajireo+g5ijvzczEJ/C+aO7ccZJOvz5sXF59vHA7J+g7rrR6TlYI5DHbvIpZXP3kzYHwGh5eN7apdniDwQE1NrkzaQLysGBYZcoJmud7cWEZlSYuQnFxJ+lAqJiIVezYWE1/GI0Iq3uwlZEkEYMGMK3s7nwOxGURyw=;0
9002FFB541487FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;kDdM7Ldin5q5e2kSaBBdbK4zArXoa8TxyS0wHGOo4MW8qjSJFl5c16vPgSWKpvaO4KLLZj3UU7WGEfPI3Y8sbOlm3rZ3Ba5LzKWU3hvvJLgl5YnVn69ng3VUB115Vnlr6Bs9VWToaIamycyXTn6zJ6T4EDETduLY4bTUvMxrh9I=;0
90137FB541487FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;KOFt/QSL3eUwUP7TNi0puQZ4kExxQsn70vNQW+DhWK7HWFvBNJbo03YSqM81BRD3xpyb6raDhi2WtieJaXg5ECG9bNXOXSGXN50IJOTdEsSLFuoHgnPwjknDcTb4IKwenU0PWHBLjYZNSFd3W4eJ8pbeEBN95tbUc735J7ThDfI=;0
9002FFB54148FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;9YWxUbjT0h1Pq75oNlUeqRV5oFfJNTBdmqj6fTNzlYiM1ZcIaMpTWRDso452DqI6PzYye5hlEG7jrkfwGiTipKil91pjE6T4iyMPjJQqWetSB1yQ2YglEQ4ZIfPlaqV8T7ox1jYszuu6B2ZEMxSDCpUOEBIdgHSxcyfb8NK4a8o=;0
90137FB54148FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;KgU4mjhktka5475flUA/MuTpplYL0GikQ8zpLCXPE12JNVHzRuVhzenwRAR9KJ0CwPJ0QeopVG2JOUoqNyufX8VPxdWZArj/N0Rxa5AI2FIMTxKkTiIVZHERiqgGujcU+heGF7s7B3i27XC9oFfCLPi0EBPaOZaJ9A8IaTSIFyI=;0
9002FFB541497FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;9Oma1+FzEmtP9rG9l5INtpCW5P1eVcndbfqVJShvinUGYqTm7mCIpIOrdlCt+uA+tzV0Qqsj+6RkJ98W+NJhdH2mDZse/wuwnBOWLWcKhkHFaYCtkniCa2ON3cpiM+xld4WaDOg9aOcD/BHMfqtdx++KEBJ7AggeGsX95rK2s8Y=;0
90137FB541497FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;KmhLBWu10lZktrG7dI8HrrDi6zCkpI4EbJ6G5EjIzVHtjcGN3nAacH0o4dyh3I8HyPIodNwvqKLJDPjM9d0bz6hqNJR07RkHLGVo6mcmp8DCIx5dAt9SGwkGRogEZJwUkfBTxoaeqfvrOBd17eYgLjYtkBPKZKyyZI7+Kpzkldo=;0
9002FFB54149FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;E2UPJGjMXSOgnWZILaaoZY62HofncHI+ZScWwkt8QlZTjc05O/qHUutDJPOPZGgoCljYKQJFItHmODLP6spWeSkwSf0JuFz83JvDDFccnPFIPB8E+VKecb3hlNOsM6czckQYrU2RyOa7M+sEmdImL7+tEBd6o/0SvPEoTMqWTmQ=;0
90137FB54149FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Oh0U4MYjU6iMjpS4T97YU4PfrHqh4pmnLG5kw2xnRSmKCZpMLIZG1Z7INf7wxMSoYBQjdpfi5S1GvNM5gR6YuixmDY+hxxQxd+ZzWHRTUuk38+c6Jl/h3fMkBoNEW+J49e3Zw3TycdBk4e3Pc3AwnbdGEFV06jNDfpmimOkpMMY=;0
9002FFB5414AFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;7itzXB6/GSTSicuDZkIzIsP2qNx9wqhSbLj4hTck81jBKrGuCRCuXz4vGrtwNGvA+9vN4R+aYzA2nJ6m8Kh8dciQcopN4NGvD4KszkgOb54IoBUuroLsEzJFC3g2a55CA87lDGNAUp+wstaRjty8wTehkBXq/OKy6XA8vapsEg4=;0
90137FB5414AFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Se7CZqvtKWJwwlZJDhYDMO4gOaoojhM5CkSEZuC607KTrNmxR78O2JijbdheB3FosDoNs48r937+SjYE7Oeo/HIylWWeJ+9S075F0ReBSvj9B93QVlx6BG1BmilhvrJF460POdQ7jt5c2+ezWic2B4/KkBGgZ3zGC4nUa0b4yDA=;0
9002FFB5414B7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;ke7H1YbAr3+F2YinyrIoWRUlgvnmbgzxU43srNmMH5y60dHIkvb7YJtC00I8zaqJbQTv41w5syzlxo4HOC5gjKNoDbRI3W5LSuxoPfG1G/lKPoChKRDJgqyaYy1xS3lj9RRc7n57EwmdJRkIhY8MYj31EDFLpKmDcDn0LtYZQ1o=;0
90137FB5414B7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;yTTBpza03NxKiZI1x7T6dBElMJ+GC9yivv1xmByxsplrs6lQXrhnSQTXjL0rcRSeep2GFH1mxTXXw0z0Eno0aC+GjgE0qXMvDjBm52vfWb5dmIeDBU9LLjuzzXo+Q1osVGNDtXQUmveTe1pXbZWuFHPGEDeD4zV6/GYWpt5gTaA=;0
9002FFB5414BFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;cSFPfxULTE9Un0VM2D0Ar0kfxyRJqT6aPKihXCyWLzh5p1huKAUMTV+DwwGx5rSD1ap17TjN4gt+llLQtjj+IM2uWMNDEaVY2HLCplKeVAbMbwoGlPSjPDBPrSGK/boXfOL4JLuXZRnXoUdoKhAhCQwpkGGjVqO4e9oBYCIeUxw=;0
90137FB5414BFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Mu/CKW/jMeurXcFwobT3ZCWfh0KRlNjOSxIxSwJPeB05I2Zd9vMlK5FlK64i8fr1a+isxt3ylyCJ0Ce+mtSD7zRbCQFSwOCifeI43m+SeQtTC6OmJZf2GLEhKgFakrGbYBGKJ5iSNj50miJf5QdNT98pkBw0VveElXMkG8yQNzA=;0
9002FFB5414C7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;rZ0TslTn6ONKE3OuasZg8+8COLE6Ph3m+NPXNeJRKqLCNSVpRgeCg+G7hapS+9CfP13SbcLZlXCRDjmTpTRQtdT+yrI1J5jX05Obu+VyuCcrkWN6T6x56vH4w8uG2BHMjoQRycIF+L/Ih951EkPxh9KDkDdSzI056W3ib2iReUo=;0
90137FB5414C7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;CxndxHFRDcuC175Sum2KqsywVuCiEzWEvoqa73273XXYzUU/2udBDONUq7CV6bKy6bXF6zZSbFH4Vd1HkcOgUpWS8GgHRwpTz2mZg+yOp69IFCEfjW1Q4rJGJwrLqS4602uSCSgVIVb/c0Sd8UG4PgYBkBMkm+9RpbMwFXIu+qA=;0
9002FFB5414D7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;pGGeDam7e1bQ7vSKxPbMJCxPNHrLAcFBbsSrwIXMkIvvDJ4Y13nrM7wiv5ne+jxGNpuyxU7Md5yYn8CNwh3GTF+jPGlZVp8N9h2rKFA+/RCEWLD5RWyMQ3MdsX3Rs9UUih0PxKSK5ycAqi8dQpv3g/icEDRlrwPSlvLhLifpPGI=;0
90137FB5414D7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;8wZxMzUEMYUL3hNxKTIMRzgKquMWGSyFRyty4xD9UtRuIdsI9IzyuZSkQb3oomzLeDOhsvd7qUT+dDqatV2EzXQIgxLwg+Fr1C68M+wh+rTZU6s60J33gnGOodTaQ3y8FXoncHThSUDSuOKgHgQqbL8YED0M5hFjaI7eNVZo9Sg=;0
9002FFB5414DFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Mgc8i0m/W2nxGJXNwaStMNC7LskUReXdPJKlOyZXTUlGLjRsXRIrnndPXOIwS8FY77o71nCUeinZs0lj6nvVLhFy0ZdjipW6Inj3pFIXRuiDnssjALepAaSqPJhZNWPG98pSROZi1Zq39UjSZgRtlRJ+EBECJa03cdA1ujgrFp4=;0
90137FB5414DFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;WNQrSBroEJR1wL1MWlPT8vSef5dOzw96jFifYPU2uh+KgGdmLaZY80Ufk/s18jJhe7ZghowrBrTBs4pRvPz6pYsPw2LDFyuh1OTXR7bSYwTOCwd84gUjmVNOJMoibszL0kZbP0hAOqdF9NBqI+biF2DKkBR8wZ+85l3+mHJgXCI=;0
9002FFB5414E7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;ohIwOGQ7TBj8YWuyRro72o1JNBdSEUplQTM0/fdOcr7RQ6u+9ylJdB1oMsd/OjuKIUODQSgwQRm+JOn3Z8gcl25s3SWQ9TlcIpYfIlqX3rle7rYeF3U950KhmrPpB1AeMpRBNaVVePQXHklMhK+fjPZEEB03kmrbcgzBP2jbIPA=;0
90137FB5414E7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Jro7116y4HZV8ZCNSU51bws409h8drE2ICtA0qBpkzP5Jgc5JBfopru6h5nYt7IGBufZuQoeu4MK6nwh3Fiwye3rUuEzoOZzYuJwpPPxksdDT4i5tC7JqVeHaMi3AMUYkodO5Hb3XFi9YDcp8Qh3RCroEBa3y480l6yVO6py/3Q=;0
9002FFB5414EFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;zrFHKOsESxpjTsULCvqOMB6EdnVelFYtOMurwcZF9cuUsslA2/G2tKZpwdDKWY2OVnMJ4pB7c1YYnzvnSCXj9KxR5hgU7fjbuUay0Wxkec0ppN1WTFfE79JDkccHUtIgSzmoXpoG+G/iY9U2FX6CbPthEBUhz6RIm+ZS6D97o1Q=;0
90137FB5414EFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;sCI+rivN9mQNgnARnPl23YqhZHVYYTen+d0lf2sZg2n2dcbGDNqHN6Xo2G1NRsVX+pgXbGB7hlV9bK6bzWOw2eoBEdW5Mgbyj4U8FSMPKrcHhQXEgXzRrkyba946O5ywoDdmF6EbLak9CUiXzqpkr77EkBgRqRslq6oZJJoL1tY=;0
9002FFB5414FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;Mq/Cp0TrXmF6HkER4Y48WtoIRpoe3Aq+BYbVSuZUb9tztOzyN0zacWnxbUIUm/G1PltdKQmlVLs0XleIG5+ECR4kXwQFzZ05Y95DNhDxgpvXVcjy+h+C7c1ITP1r03VCpekjyFhE/cGUIHm8nrw7uc6RkBcKXIrkaw7NyESLwKQ=;0
90137FB5414FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;PWhg1aL6pjP1FHQO5FOeL+YZHmDHZF0M+ofG4d5RtjmOlh3Hf0lcSU8OX6/gNfoFaNNNBoo9vatmlsrkyZ9rX9ZMYP7LQir2/db4h5H3d68RiTXeQ9OgQYy9+s0anwgSqK2drRWrSczY0lBdbnb279ipEDCt5syZluPZPHJ4zuY=;0
9102FFB541AB62400C3FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;DZEXB5y/UBLbSZUJEF3374V7RDt/taL886pifclU5zWlQJ7TdWlZg+CSf57SJcPCpr7XhrIVsH+x4K5bx8xvfVYON7uRw/PENlPLhj5KG6uN4vxPvQy9QqKzRraZNLTrvGYWUj1CKj5EJtx6FZjC6uorEBEta1ExheiQUTfImfI=;0
91137FB541AB62400C3FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;ikwG2cicTdwZ4b5orkJhJlQhqwhVMLMn3Jy+6kpEFi95YCjAtpjjFyx6cSMJxD/fOKtnsMg3kY92rDrnFbmCKo8wCtxsyb7che68PPIST5W5JbsSxnYSmZeMMYZv5+GftLxlqKFYogWk4B4gbWl+lgfaEBiLHP2HuH5hEvYEGXg=;0
9002FFB54151FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;t6Qo3SWhIa+DQQbePhD4OkD75BXumcJaVXiEqIcwlYud8D4yyG75LGdfK36wL7mDL0X9s8NcL1xYljZSPEYUH4v1orwMpzrWiGYdGVPwm0DGG3UsUGBoXEHBkRZQVOlW6cTxVbTyXikfFcQ9pQYwjQrsEDGDHiy3L6HmEgS+QN4=;0
90137FB54151FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;XHFMtZ/hxv6giTziA6jJrjUD57mEahMv6zOq2MWm1hYu8Ced+WLfJIdOdoZuZBkslOguGkxMjO0y9jVsVirvRYCG7NRsgL6wxb2ZLhycl7X6nZ8kh23rkefO6Mqf6iW6/Gilyd29KtGggrkvjiSf0/iekBSixuikwtjri0nS+2Q=;0
9102FFB541B362400C3FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;oeFCmHvUZBWFJ7JVYlPLYQuDTnv0T43QFnlY8KT+RouS2LQPKqxsCk+f4LGDT83FJInmrx/QRLNYEUDYkwrTidB18IbMNqDvTeP3UgREsD+OHiLX2ZkrLt+FOXHsLH0jZzXuISJV/ApAjT5Ug+6MgU32EB0bnOedPCecQN1GoOg=;0
91137FB541B362400C3FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;NnO87QvFSQRZfkP1YkrnHk2VRKCeU+tE5peXkty3CRFSbT5F9vnGfHRyeZZxdz1GXOQLGpuGy138w1FlPzJU34ixiCVtTAQYGLv91apovMgn0SX1XCAuuUmtUvY4tMnp4MuTrRhb26d0xYF11ObKcvnFEBwSu9t/cC0HZtvS6Hw=;0
9002FFB541707FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC;END6iPWoMmod8qvSFi/YxyG03IkfpksU9LdZOyzWsnkUCn2uBYXMY+CZ47pl2jo5xwzkYVFjDpzIkHVhtYfmNINat5mMjZiuSjwgb40tWrV/URNUaitSQfcNsqGM0gmeo5cUIS5MJoR3SikrVMHN8dbSEBk2U71iDxHED9WLsd4=;0
